,Discovery_Method,Discovery_Year,Solution_type,Planet_Orbital_Period_[day],Planet_Orbital_SemiMajorAxis_[day],Planet_Radius_[Earth_radius],Planet_Mass_[Earth_mass],Planet_Mass_Provenance,Planet_Eccentricity,Planet_Eq_Temperature_[K],Stellar_Effective_Temperature_[K],Stellar_Radius_[Solar_radius],Stellar_Mass_[Solar_mass],Stellar_Metallicity_[dex],Stellar_Metallicity_Radio,Stellar_Surface_Gravity_[log10(cm/s**2)],Number_Stars,Number_Planets,System_Distance_[pc],System_V_Magnitude,System_Ks_Magnitude,System_Gaia_Magnitude
1357,Transit,2014,Published Confirmed,3.52563254,0.0433,12.11,403.63,Mass,0.22,1070.0,5150.0,0.8,0.87,0.09,[Fe/H],4.57,1,1,686.284,15.362,13.234,15.2218
1358,Transit,2014,Published Confirmed,3.52563254,0.04331,12.106,406.8224,Mass,0.11,,5150.0,0.8,0.87,0.09,,,1,1,686.284,15.362,13.234,15.2218
1359,Transit,2011,Published Confirmed,3.02409309,0.04436,13.002,997.9862,Mass,0.028,,6050.0,1.38,1.27,0.4,,,1,1,1005.84,13.986,12.549,13.8894
1360,Transit,2011,Published Confirmed,3.024095,0.0449,13.45,1026.55,Mass,0.025,1637.0,6041.0,1.42,1.32,0.33,[Fe/H],4.26,1,1,1005.84,13.986,12.549,13.8894
1361,Transit,2011,Published Confirmed,3.02409309,0.0444,13.0,994.77,Mass,0.017,1628.0,6050.0,1.38,1.27,0.4,[Fe/H],4.26,1,1,1005.84,13.986,12.549,13.8894
1362,Transit,2011,Published Confirmed,3.0240949,0.046,13.664,1026.5909,Mass,,1620.0,6041.0,1.42,1.32,0.33,[Fe/H],4.26,1,1,1005.84,13.986,12.549,13.8894
1363,Transit,2011,Published Confirmed,3.0240922,0.044,12.55,962.98,Mass,,,6019.0,1.34,1.23,0.43,[M/H],4.54,1,1,1005.84,13.986,12.549,13.8894
1364,Transit,2011,Published Confirmed,3.0240933,0.044,12.498,982.0947,Mass,,1603.0,6041.0,1.33,1.24,0.33,[Fe/H],4.28,1,1,1005.84,13.986,12.549,13.8894
1365,Transit,2015,Published Confirmed,52.50097,0.3034,12.554,1547.77,Mass,0.535,,4850.0,4.16,1.35,,,3.0,2,2,848.023,12.398,10.121,12.1822
1366,Transit,2015,Published Confirmed,52.501129,0.301,12.834,1719.4603,Mass,0.5134,,4995.0,4.06,1.32,-0.07,[m/H],3.35,2,2,848.023,12.398,10.121,12.1822
1367,Transit,2015,Published Confirmed,52.50113,0.3025,12.834,182.75225,Mass,0.4775,,4995.0,4.12,1.35,0.07,,,2,2,848.023,12.398,10.121,12.1822
1368,Transit,2015,Published Confirmed,5.3340838,0.0678,16.253,893.1023,Mass,0.15,,6340.0,2.26,1.46,0.06,,,1,1,1878.31,14.717,12.826,14.4163
1369,Transit,2015,Published Confirmed,5.33408384,0.0679,16.25,896.24,Mass,0.119,1776.0,6360.0,2.26,1.46,-0.01,[Fe/H],3.89,1,1,1878.31,14.717,12.826,14.4163
1370,Transit,2015,Published Confirmed,12.8747099,0.1142,12.666,947.1334,Mass,0.13,,5970.0,1.38,1.2,0.35,,,1,1,1222.54,14.49,13.039,14.4999
1371,Transit,2015,Published Confirmed,12.8747099,0.1143,12.67,908.96,Mass,0.131,1000.0,5977.0,1.38,1.2,0.25,[Fe/H],4.24,1,1,1222.54,14.49,13.039,14.4999
1372,Transit,2015,Published Confirmed,8.6001536,0.0948,22.31,266.97,Mass,0.114,1729.0,6161.0,3.21,1.54,-0.18,[Fe/H],3.61,1,1,1418.77,13.704,12.291,13.604
1373,Transit,2015,Published Confirmed,8.6001536,0.0949,22.306,270.1555,Mass,0.18,,6090.0,3.21,1.54,0.17,,,1,1,1418.77,13.704,12.291,13.604
1374,Transit,2011,Published Confirmed,3.246722,0.0457,13.451,327.3649,Mass,,1568.0,5757.0,1.46,1.21,0.26,[Fe/H],4.19,1,1,1188.0,14.803,12.878,14.6901
1375,Transit,2011,Published Confirmed,3.24674,0.0455,13.9,324.17,Mass,0.021,1603.0,5757.0,1.52,1.19,0.26,[Fe/H],4.15,1,1,1188.0,14.803,12.878,14.6901
1376,Transit,2011,Published Confirmed,3.2467293,0.0446,12.22,317.82,Mass,0.066,1544.0,5800.0,1.35,1.12,0.15,[Fe/H],4.22,1,1,1188.0,14.803,12.878,14.6901
1377,Transit,2011,Published Confirmed,3.2467293,0.0446,12.218,311.79123,Mass,0.07,,5800.0,1.35,1.12,0.15,,,1,1,1188.0,14.803,12.878,14.6901
1378,Transit,2015,Published Confirmed,6.189,,0.5,0.2,Mass,,,,,0.7,,,,3,5,36.4396,8.87,6.703,8.643251
1379,Transit,2015,Published Confirmed,7.743,,0.5,0.1,Mass,,,,,0.7,,,,3,5,36.4396,8.87,6.703,8.643251
1380,Transit,2015,Published Confirmed,7.79430132,0.0769,18.49,435.41,Mass,0.123,,5493.0,1.05,1.0,0.07,[Fe/H],4.4,1,1,268.041,12.52,10.806,12.3795
1381,Transit Timing Variations,2017,Published Confirmed,2500.0,4.2,,6992.26,Mass,0.65,,,1.4,1.5,,,,1,2,399.398,11.51,10.234,11.2535
1382,Transit,2011,Published Confirmed,2.4552339,0.02987,10.761,153.82972,Mass,0.23,,3820.0,0.55,0.59,0.28,,,1,1,381.949,16.744,12.892,15.9804
1383,Transit,2011,Published Confirmed,2.455239,0.03,10.76,160.497,Mass,0.11,1000.0,3820.0,0.55,0.59,0.28,[Fe/H],4.7,1,1,381.949,16.744,12.892,15.9804
1384,Transit,2011,Published Confirmed,2.45524122,0.02954,11.198,158.915,Mass,,787.0,3820.0,0.54,0.57,0.2,[Fe/H],4.73,1,1,381.949,16.744,12.892,15.9804
1385,Transit,2015,Published Confirmed,28.4548844,,6.083,19.4,Mass,,,,1.6,1.33,,,,1,3,455.982,11.991,10.429,11.6525
1386,Transit,2015,Published Confirmed,15.4131395,,2.596,12.5,Mass,,,,1.6,1.33,,,,1,3,455.982,11.991,10.429,11.6525
1387,Transit,2015,Published Confirmed,7.5144279,,0.941,17.6,Mass,,,,1.6,1.33,,,,1,3,455.982,11.991,10.429,11.6525
1388,Transit,2015,Published Confirmed,240.503,0.7903,6.204,16.0,Mass,0.0359,,5527.0,0.83,0.94,0.09,[m/H],4.57,2,1,442.846,13.672,11.92,13.5227
1389,Transit,2015,Published Confirmed,10.57375339,0.0954,2.37,6.84,Mass,0.0,,5701.0,1.07,1.03,0.27,[Fe/H],4.37,2,2,230.869,11.567,9.968,11.4395
1390,Transit,2015,Published Confirmed,10.57,,2.354,6.05338,Mass,0.0,,5701.0,1.05,0.85,0.27,[Fe/H],4.37,2,2,230.869,11.567,9.968,11.4395
1391,Transit,2012,Published Confirmed,33.60134,0.1968,9.057,1907.0,Mass,0.01,543.0,5155.0,0.94,0.9,0.41,[M/H],4.45,1,3,777.06,15.312,13.347,15.2548
1392,Transit,2012,Published Confirmed,33.648,0.1971,9.079,281.27955,Mass,0.0321,,5155.0,0.94,0.9,0.41,[M/H],4.45,1,3,777.06,15.312,13.347,15.2548
1393,Transit Timing Variations,2012,Published Confirmed,57.325,0.2811,,115.05446,Mass,0.0354,,5155.0,0.94,0.9,0.41,[M/H],4.45,1,3,777.06,15.312,13.347,15.2548
1394,Transit Timing Variations,2012,Published Confirmed,57.011,0.2799,,119.499,Mass,0.0146,455.0,5155.0,0.94,0.9,0.41,[M/H],4.45,1,3,777.06,15.312,13.347,15.2548
1395,Transit,2016,Published Confirmed,84.6866,,3.0,53.9,Mass,0.042,,7500.0,1.57,1.59,0.05,[Fe/H],4.22,1,2,596.625,11.632,10.851,11.6145
1396,Transit,2020,Published Confirmed,207.62,,4.0,6.0,Mass,0.11,,7500.0,1.57,1.59,0.05,[Fe/H],4.22,1,2,596.625,11.632,10.851,11.6145
1397,Transit,2012,Published Confirmed,49.4643,0.2877,3.05,2.07,Mass,0.021,,,0.94,0.96,,,,2,3,1025.02,15.31,13.535,15.1626
1398,Transit,2012,Published Confirmed,49.532,0.2962,3.03,636.0,Mass,0.035,,5636.0,0.96,1.05,-0.25,[m/H],4.49,2,3,1025.02,15.31,13.535,15.1626
1399,Transit,2012,Published Confirmed,303.137,0.991,4.62,8899.0,Mass,0.411,,5636.0,0.96,1.05,-0.25,[m/H],4.49,2,3,1025.02,15.31,13.535,15.1626
1400,Transit,2012,Published Confirmed,303.227,0.9638,4.65,3.17,Mass,0.044,,,0.94,0.96,,,,2,3,1025.02,15.31,13.535,15.1626
1401,Transit,2019,Published Confirmed,187.366,0.6992,7.04,19.02,Mass,0.024,,,0.94,0.96,,,,2,3,1025.02,15.31,13.535,15.1626
1402,Transit,2012,Published Confirmed,4.778,,2.05,14.3,Mass,,,,0.85,0.96,,,,1,4,306.738,13.174,11.221,13.0772
1403,Transit,2012,Published Confirmed,4.7779803,,2.14,21.1,Mass,,,5190.0,0.89,0.89,,,4.49,1,4,306.738,13.174,11.221,13.0772
1404,Transit,2012,Published Confirmed,4.778,,1.88,3.94,Mass,,,5194.0,0.89,0.88,0.17,[Fe/H],4.49,1,4,306.738,13.174,11.221,13.0772
1405,Transit,2012,Published Confirmed,9.67395,,2.71,14.61,Mass,,,5194.0,0.89,0.88,0.17,[Fe/H],4.49,1,4,306.738,13.174,11.221,13.0772
1406,Transit,2012,Published Confirmed,9.674,,3.01,9.8,Mass,,,,0.85,0.96,,,,1,4,306.738,13.174,11.221,13.0772
1407,Transit,2012,Published Confirmed,9.6739283,,3.14,13.6,Mass,,,5190.0,0.89,0.89,,,4.49,1,4,306.738,13.174,11.221,13.0772
1408,Transit,2014,Published Confirmed,42.8961,,2.04,7.93,Mass,,,5194.0,0.89,0.88,0.17,[Fe/H],4.49,1,4,306.738,13.174,11.221,13.0772
1409,Radial Velocity,2014,Published Confirmed,982.0,,,657.0,Mass,,,5194.0,0.89,0.88,0.17,[Fe/H],4.49,1,4,306.738,13.174,11.221,13.0772
1410,Transit,2012,Published Confirmed,7.204,,2.3,8.0,Mass,,,,,0.5,,,,1,4,311.222,15.655,12.383,15.2293
1411,Transit,2012,Published Confirmed,7.204,,2.04,8.6,Mass,,,,0.58,0.62,,,,1,4,311.222,15.655,12.383,15.2293
1412,Transit,2012,Published Confirmed,10.913,,2.8,5.9,Mass,,,,,0.5,,,,1,4,311.222,15.655,12.383,15.2293
1413,Transit,2012,Published Confirmed,10.913,,2.99,8.3,Mass,,,,0.58,0.62,,,,1,4,311.222,15.655,12.383,15.2293
1414,Transit,2009,Published Confirmed,3.5484657,0.0538,15.984,670.93913,Mass,,1750.0,6297.0,1.79,1.37,0.04,[Fe/H],3.96,1,1,899.777,13.325,11.769,13.2263
1415,Transit,2009,Published Confirmed,3.5484625,0.05071,16.04,675.70658,Mass,0.043,,6297.0,1.79,1.37,0.04,,,1,1,899.777,13.325,11.769,13.2263
1416,Transit,2009,Published Confirmed,3.548469,0.04967,13.563,648.3732,Mass,,1692.0,6297.0,1.54,1.3,0.04,[Fe/H],4.17,1,1,899.777,13.325,11.769,13.2263
1417,Transit,2009,Published Confirmed,3.54846,0.05064,16.04,671.864,Mass,0.024,1868.0,6297.0,1.79,1.37,0.04,[Fe/H],4.07,1,1,899.777,13.325,11.769,13.2263
1418,Transit,2012,Published Confirmed,7.8125124,,2.2,8.9,Mass,,,6058.0,1.88,1.23,,,3.98,1,2,250.11,10.544,9.197,10.3621
1419,Transit,2012,Published Confirmed,9.3761368,,2.79,8.2,Mass,,,6058.0,1.88,1.23,,,3.98,1,2,250.11,10.544,9.197,10.3621
1420,Transit,2012,Published Confirmed,45.155,,8.6,2.3,Mass,,,,,1.1,,,,1,3,783.831,14.885,13.197,14.6777
1421,Transit,2012,Published Confirmed,45.154,0.2514,7.1,2.1,Mass,0.04,543.0,6018.0,0.94,1.04,,,4.51,1,3,783.831,14.885,13.197,14.6777
1422,Transit,2012,Published Confirmed,45.1542,,6.89,3.69,Mass,0.03,,5670.0,0.88,0.98,0.05,[M/H],4.7,1,3,783.831,14.885,13.197,14.6777
1423,Transit,2012,Published Confirmed,85.312,0.384,9.0,4.0,Mass,0.014,439.0,6018.0,0.94,1.04,,,4.51,1,3,783.831,14.885,13.197,14.6777
1424,Transit,2012,Published Confirmed,85.316,,6.4,3.9,Mass,,,,,1.1,,,,1,3,783.831,14.885,13.197,14.6777
1425,Transit,2012,Published Confirmed,85.313,,9.31,9.7,Mass,,,,0.97,1.05,,,,1,3,783.831,14.885,13.197,14.6777
1426,Transit,2012,Published Confirmed,85.3139,,8.98,4.43,Mass,0.01,,5670.0,0.88,0.98,0.05,[M/H],4.7,1,3,783.831,14.885,13.197,14.6777
1427,Transit,2014,Published Confirmed,130.194,0.509,9.7,7.6,Mass,0.008,381.0,6018.0,0.94,1.04,,,4.51,1,3,783.831,14.885,13.197,14.6777
1428,Transit,2014,Published Confirmed,130.18,,11.8,6.2,Mass,,,,,1.1,,,,1,3,783.831,14.885,13.197,14.6777
1429,Transit,2014,Published Confirmed,130.1845,,9.46,5.7,Mass,0.01,,5670.0,0.88,0.98,0.05,[M/H],4.7,1,3,783.831,14.885,13.197,14.6777
1430,Transit,2012,Published Confirmed,7.8773565,,2.1,135.0,Mass,,,4075.0,0.52,0.54,,,4.74,1,3,321.542,15.513,12.36,15.0589
1431,Transit,2012,Published Confirmed,7.877,,2.52,79.6,Mass,,,,0.62,0.66,,,,1,3,321.542,15.513,12.36,15.0589
1432,Transit,2012,Published Confirmed,16.3850021,,1.84,45.4,Mass,,,4075.0,0.52,0.54,,,4.74,1,3,321.542,15.513,12.36,15.0589
1433,Transit,2012,Published Confirmed,16.385,,2.2,62.9,Mass,,,,0.62,0.66,,,,1,3,321.542,15.513,12.36,15.0589
1434,Transit,2012,Published Confirmed,18.649,,2.84,103.1,Mass,,,,0.94,1.02,,,,1,3,1366.07,15.367,13.807,15.3877
1435,Transit,2012,Published Confirmed,18.6489525,,2.89,111.0,Mass,,,5858.0,0.89,0.98,,,4.53,1,3,1366.07,15.367,13.807,15.3877
1436,Transit,2012,Published Confirmed,38.558,,3.12,35.5,Mass,,,,0.94,1.02,,,,1,3,1366.07,15.367,13.807,15.3877
1437,Transit,2012,Published Confirmed,38.5583038,,3.17,36.0,Mass,,,5858.0,0.89,0.98,,,4.53,1,3,1366.07,15.367,13.807,15.3877
1438,Transit,2016,Published Confirmed,81.73778,0.4669,2.215,10.6,Mass,0.041,380.0,5547.0,0.87,0.89,-0.03,[m/H],4.51,2,1,155.956,11.27,9.645001,11.1647
1439,Transit,2016,Published Confirmed,125.63243,0.4988,8.373,308.2951,Mass,0.39,388.0,5820.0,0.95,1.05,-0.01,[Fe/H],4.5,1,2,307.318,12.444,10.915,12.379
1440,Transit Timing Variations,2016,Published Confirmed,1000.0,2.42,,762.792,Mass,0.5,253.0,5820.0,0.95,1.05,-0.01,[Fe/H],4.5,1,2,307.318,12.444,10.915,12.379
1441,Transit,2012,Published Confirmed,8.011,,2.19,21.5,Mass,,,,0.53,0.56,,,,1,3,271.701,16.282,12.648,15.8133
1442,Transit,2012,Published Confirmed,12.072,,1.32,19.8,Mass,,,,0.53,0.56,,,,1,3,271.701,16.282,12.648,15.8133
1443,Transit,2016,Published Confirmed,42.95,,3.1,11.0,Mass,,,,,0.9,,,,1,2,635.145,14.805,12.826,14.6226
1444,Transit,2012,Published Confirmed,27.95,,2.58,43.0,Mass,,,,0.66,0.65,,,,1,5,578.796,15.746,13.289,15.7813
1445,Transit,2012,Published Confirmed,42.126,,2.35,69.8,Mass,,,,0.66,0.65,,,,1,5,578.796,15.746,13.289,15.7813
1446,Transit,2012,Published Confirmed,10.5016,0.1028,6.51,22.1,Mass,,,4840.0,4.23,1.32,0.2,[Fe/H],3.31,1,3,912.994,12.598,10.227,12.4298
1447,Transit,2012,Published Confirmed,10.501,,6.51,236.2,Mass,,,,4.23,1.32,,,,1,3,912.994,12.598,10.227,12.4298
1448,Transit,2012,Published Confirmed,10.501,,5.1,32.0,Mass,,,,,1.4,,,,1,3,912.994,12.598,10.227,12.4298
1449,Transit,2012,Published Confirmed,21.405,,9.8,286.8,Mass,,,,4.23,1.32,,,,1,3,912.994,12.598,10.227,12.4298
1450,Transit,2012,Published Confirmed,21.40239,0.1652,9.8,181.0,Mass,,,4840.0,4.23,1.32,0.2,[Fe/H],3.31,1,3,912.994,12.598,10.227,12.4298
1451,Transit,2012,Published Confirmed,21.405,,10.6,137.6,Mass,,,,,1.4,,,,1,3,912.994,12.598,10.227,12.4298
1452,Transit,2012,Published Confirmed,5.7293196,,2.19,115.0,Mass,,,5145.0,0.73,0.83,,,4.63,1,2,644.14,15.017,12.897,14.7738
1453,Transit,2012,Published Confirmed,5.729,,2.37,118.1,Mass,,,,0.79,0.88,,,,1,2,644.14,15.017,12.897,14.7738
1454,Transit,2012,Published Confirmed,11.6092567,,1.55,9.1,Mass,,,5145.0,0.73,0.83,,,4.63,1,2,644.14,15.017,12.897,14.7738
1455,Transit,2012,Published Confirmed,11.609,,1.68,7.4,Mass,,,,0.79,0.88,,,,1,2,644.14,15.017,12.897,14.7738
1456,Transit,2012,Published Confirmed,10.219,,2.66,34.9,Mass,,,,1.08,1.02,,,,1,3,969.252,15.086,13.283,14.8663
1457,Transit,2012,Published Confirmed,10.2184954,,2.78,35.5,Mass,,,5843.0,1.03,0.95,,,4.39,1,3,969.252,15.086,13.283,14.8663
1458,Transit,2012,Published Confirmed,15.5741568,,2.86,53.0,Mass,,,5843.0,1.03,0.95,,,4.39,1,3,969.252,15.086,13.283,14.8663
1459,Transit,2016,Published Confirmed,25.3029092,,3.708,17.4,Mass,,,,0.82,0.93,,,,1,2,643.009,15.067,12.862,14.7628
1460,Transit,2020,Published Confirmed,12.38602,,1.009,3.3,Mass,,,,0.82,0.93,,,,1,2,643.009,15.067,12.862,14.7628
1461,Transit,2009,Published Confirmed,3.2346996,0.04852,14.617,212.31044,Mass,,1460.0,5647.0,1.39,1.21,0.34,[Fe/H],4.24,1,1,587.039,13.286,11.634,13.1714
1462,Transit,2009,Published Confirmed,3.2346994,0.04448,13.103,205.63601,Mass,0.06,,5647.0,1.26,1.11,0.34,,,1,1,587.039,13.286,11.634,13.1714
1463,Transit,2009,Published Confirmed,3.234702,0.04438,13.103,201.18639,Mass,,1451.0,5647.0,1.26,1.11,0.34,[Fe/H],4.28,1,1,587.039,13.286,11.634,13.1714
1464,Transit,2009,Published Confirmed,3.234723,0.04567,14.83,212.619,Mass,0.0,1500.0,5647.0,1.39,1.21,0.34,[Fe/H],4.24,1,1,587.039,13.286,11.634,13.1714
1465,Transit,2012,Published Confirmed,7.1334,,1.71,4.19,Mass,,,5905.0,1.26,1.04,-0.09,[Fe/H],,1,3,1025.1,13.95,12.516,13.9132
1466,Transit,2012,Published Confirmed,7.131,,2.2,23.1,Mass,,,,1.45,1.1,,,,1,3,1025.1,13.95,12.516,13.9132
1467,Transit,2012,Published Confirmed,7.133,,1.6,3.7,Mass,,,,,1.0,,,,1,3,1025.1,13.95,12.516,13.9132
1468,Transit,2012,Published Confirmed,7.132,0.07497,,4.1,Mass,0.0108,,5883.0,1.47,1.07,,,4.13,1,3,1025.1,13.95,12.516,13.9132
1469,Transit,2012,Published Confirmed,8.919,,1.8,2.0,Mass,,,,,1.0,,,,1,3,1025.1,13.95,12.516,13.9132
1470,Transit,2012,Published Confirmed,8.922,,2.38,17.2,Mass,,,,1.45,1.1,,,,1,3,1025.1,13.95,12.516,13.9132
1471,Transit,2012,Published Confirmed,8.9177,0.08701,,4.8,Mass,0.0291,,5883.0,1.47,1.07,,,4.13,1,3,1025.1,13.95,12.516,13.9132
1472,Transit,2012,Published Confirmed,8.9187,,1.9,3.85,Mass,,,5905.0,1.26,1.04,-0.09,[Fe/H],,1,3,1025.1,13.95,12.516,13.9132
1473,Transit,2012,Published Confirmed,11.903,0.10548,,3.8,Mass,0.0151,,5883.0,1.47,1.07,,,4.13,1,3,1025.1,13.95,12.516,13.9132
1474,Transit,2012,Published Confirmed,11.8981,,1.99,4.16,Mass,,,5905.0,1.26,1.04,-0.09,[Fe/H],,1,3,1025.1,13.95,12.516,13.9132
1475,Transit,2012,Published Confirmed,11.899,,1.6,3.9,Mass,,,,,1.0,,,,1,3,1025.1,13.95,12.516,13.9132
1476,Transit,2013,Published Confirmed,5.714932,0.0553,1.31,9.0,Mass,,750.0,4925.0,0.64,0.69,-0.37,[Fe/H],4.68,1,5,300.874,13.965,11.659,13.7197
1477,Transit,2013,Published Confirmed,12.4417,0.0929,0.54,4.0,Mass,,578.0,4925.0,0.64,0.69,-0.37,[Fe/H],4.68,1,5,300.874,13.965,11.659,13.7197
1478,Transit,2013,Published Confirmed,18.16406,0.12,1.95,14.0,Mass,,510.0,4925.0,0.64,0.69,-0.37,[Fe/H],4.68,1,5,300.874,13.965,11.659,13.7197
1479,Transit,2013,Published Confirmed,122.3874,0.427,1.61,36.0,Mass,,270.0,4925.0,0.64,0.69,-0.37,[Fe/H],4.68,1,5,300.874,13.965,11.659,13.7197
1480,Transit,2013,Published Confirmed,267.291,0.718,1.41,35.0,Mass,,208.0,4925.0,0.64,0.69,-0.37,[Fe/H],4.68,1,5,300.874,13.965,11.659,13.7197
1481,Transit,2013,Published Confirmed,9.4341505,0.08,6.11,120.0,Mass,0.45,,5576.0,0.9,0.98,0.05,[Fe/H],4.52,1,1,194.033,12.02,9.997,11.5352
1482,Transit,2016,Published Confirmed,,0.126,12.778,321.0083,Mass,0.37,,,2.69,1.15,,,,1,1,1063.58,13.988,11.583,13.7694
1483,Transit,2012,Published Confirmed,2.1549209,,1.444,2.4,Mass,0.028,,,1.44,1.25,,,,1,4,303.728,10.922,9.806,10.9656
1484,Transit,2012,Published Confirmed,5.859697,,2.623,5.4,Mass,0.02,,,1.44,1.25,,,,1,4,303.728,10.922,9.806,10.9656
1485,Transit,2012,Published Confirmed,5.86,,2.61,26.6,Mass,,,,1.42,1.27,,,,1,4,303.728,10.922,9.806,10.9656
1486,Transit,2012,Published Confirmed,8.13167,,1.587,4.14,Mass,0.014,,,1.44,1.25,,,,1,4,303.728,10.922,9.806,10.9656
1487,Radial Velocity,2019,Published Confirmed,258.8,,,260.0,Mass,0.283,,,1.44,1.25,,,,1,4,303.728,10.922,9.806,10.9656
1488,Transit,2013,Published Confirmed,5.3988,,,7.65,Mass,0.0,,5875.23,1.26,1.06,0.126,[M/H],4.26,2,3,144.166,10.077,8.588,9.93355
1489,Transit,2013,Published Confirmed,5.39875,,2.33,5.97,Mass,,,5793.0,1.24,1.08,0.12,[Fe/H],4.28,2,3,144.166,10.077,8.588,9.93355
1490,Transit,2013,Published Confirmed,5.39876,,2.354,6.3566,Mass,0.0,,5793.0,1.28,1.19,0.12,[Fe/H],4.28,2,3,144.166,10.077,8.588,9.93355
1491,Transit,2013,Published Confirmed,5.398763,0.0617,2.31,8.3,Mass,0.0,1280.0,5793.0,1.24,1.08,0.12,[Fe/H],4.28,2,3,144.166,10.077,8.588,9.93355
1492,Transit,2013,Published Confirmed,9.60504,,1.0,7.2,Mass,,,5793.0,1.24,1.08,0.12,[Fe/H],4.28,2,3,144.166,10.077,8.588,9.93355
1493,Transit,2013,Published Confirmed,9.605085,0.09059,0.953,4.8,Mass,0.0,,5793.0,1.24,1.08,0.12,[Fe/H],4.28,2,3,144.166,10.077,8.588,9.93355
1494,Transit,2013,Published Confirmed,9.6051,,,2.04,Mass,0.0,,5875.23,1.26,1.06,0.126,[M/H],4.26,2,3,144.166,10.077,8.588,9.93355
1495,Radial Velocity,2013,Published Confirmed,625.0,,,267.0,Mass,,,5793.0,1.24,1.08,0.12,[Fe/H],4.28,2,3,144.166,10.077,8.588,9.93355
1496,Transit,2009,Published Confirmed,4.8854922,0.06324,18.484,143.97699,Mass,,1619.0,5933.0,2.03,1.41,0.11,[Fe/H],3.97,1,1,922.562,13.008,11.535,12.8649
1497,Transit,2009,Published Confirmed,4.8854892,0.06067,18.181,140.16303,Mass,,1630.0,5933.0,1.97,1.36,0.11,[Fe/H],3.98,1,1,922.562,13.008,11.535,12.8649
1498,Transit,2009,Published Confirmed,4.885525,0.06224,16.567,137.615,Mass,0.0,1540.0,5933.0,1.84,1.35,0.11,[Fe/H],4.03,1,1,922.562,13.008,11.535,12.8649
1499,Transit,2009,Published Confirmed,4.8854948,0.0613,17.957,135.07775,Mass,,1621.0,5933.0,1.97,1.28,0.11,[Fe/H],3.96,1,1,922.562,13.008,11.535,12.8649
1500,Transit,2009,Published Confirmed,4.8854886,0.0633,18.484,142.70567,Mass,0.026,,5933.0,2.03,1.41,0.11,,,1,1,922.562,13.008,11.535,12.8649
1501,Transit,2013,Published Confirmed,7.340711,0.0781,10.76,200.22,Mass,0.0,1078.0,6000.0,1.12,1.18,0.42,[Fe/H],4.44,1,1,1177.55,14.487,12.958,14.3652
1502,Transit,2013,Published Confirmed,7.340718,0.084,14.8,216.12,Mass,0.287,1250.0,6050.0,1.51,1.4,0.34,[Fe/H],4.2,1,1,1177.55,14.487,12.958,14.3652
1503,Transit,2013,Published Confirmed,7.340711,0.07813,10.761,191.96932,Mass,0.32,,6000.0,1.12,1.18,0.42,,,1,1,1177.55,14.487,12.958,14.3652
1504,Transit,2013,Published Confirmed,8.8849116,0.0817,11.769,3210.083,Mass,0.5704,,5200.0,0.89,0.91,0.3,,,1,1,835.356,15.414,13.118,15.1789
1505,Transit,2013,Published Confirmed,8.884924,0.08,11.55,3146.4,Mass,0.569,850.0,5330.0,0.88,0.88,-0.07,[Fe/H],4.5,1,1,835.356,15.414,13.118,15.1789
1506,Transit,2013,Published Confirmed,8.8849116,0.0818,11.77,3209.9,Mass,0.57,767.0,5200.0,0.89,0.91,0.3,[Fe/H],4.5,1,1,835.356,15.414,13.118,15.1789
1507,Orbital Brightness Modulation,2013,Published Confirmed,1.5449287,0.0278,14.011,635.66,Mass,0.078,,6409.0,1.32,1.2,0.1,,,1,1,822.96,13.474,12.092,13.2755
1508,Orbital Brightness Modulation,2013,Published Confirmed,1.54492875,,14.01,635.63,Mass,0.0,,6409.0,1.32,1.2,-0.1,[m/H],4.2,1,1,822.96,13.474,12.092,13.2755
1509,Orbital Brightness Modulation,2013,Published Confirmed,1.5449298,0.0274,15.244,638.8383,Mass,,2140.0,6409.0,1.32,1.2,-0.1,[Fe/H],4.2,1,1,822.96,13.474,12.092,13.2755
1510,Transit,2013,Published Confirmed,3.5787806,0.047,10.76,225.65,Mass,,,5668.0,0.99,1.08,0.43,[M/H],4.48,1,1,639.411,14.152,12.361,13.9172
1511,Transit,2013,Published Confirmed,3.57878087,0.04502,10.761,165.90726,Mass,0.079,,5520.0,0.99,0.95,0.2,,,1,1,639.411,14.152,12.361,13.9172
1512,Transit,2013,Published Confirmed,3.57878087,0.04501,10.761,136.661,Mass,0.0,1440.0,5520.0,0.99,0.95,0.2,[M/H],4.42,1,1,639.411,14.152,12.361,13.9172
1513,Transit,2013,Published Confirmed,0.355,,1.173,1.86,Mass,0.0,2250.0,5058.0,0.74,0.76,-0.18,[M/H],4.55,2,1,124.376,11.717,9.586,11.5287
1514,Transit,2013,Published Confirmed,0.35500744,,1.16,8.0,Mass,,,5089.0,0.74,0.81,-0.14,[m/H],4.6,2,1,124.376,11.717,9.586,11.5287
1515,Transit,2013,Published Confirmed,0.35500744,,1.2,1.69,Mass,,,5121.0,0.74,0.83,-0.08,[Fe/H],4.61,2,1,124.376,11.717,9.586,11.5287
1516,Transit,2013,Published Confirmed,0.355,,1.228,1.77,Mass,,,5121.0,0.75,0.78,-0.08,[Fe/H],4.61,2,1,124.376,11.717,9.586,11.5287
1517,Transit,2013,Published Confirmed,0.35500744,,1.2,1.87,Mass,,,,,0.83,,,,2,1,124.376,11.717,9.586,11.5287
